School,Enrollment,Identified,Breakfast,Lunch,group,threshold
8465,494.0,113.0,25037.3866935,36383.797087,2.0,0.640054523863
8487,385.5,223.5,16100.9612903,42000.3862903,2.0,0.640054523863
8519,245.0,170.0,3675.34112903,11259.2928016,2.0,0.640054523863
8524,756.0,372.0,13420.7334677,48110.913252,2.0,0.640054523863
8533,252.5,168.0,3441.60846774,6898.04438411,2.0,0.640054523863
8535,143.0,92.0,12795.1137097,14904.3060484,0.0,0.999044708289
8537,199.0,124.0,7851.73790323,7055.36733871,2.0,0.640054523863
8559,307.0,224.0,39457.4322581,12009.9399194,2.0,0.640054523863
8580,0.0,0.0,933.531048387,1314.22137097,0.0,0.999044708289
8587,157.0,113.0,15331.1830645,18116.6219549,0.0,0.999044708289
8645,291.5,91.0,883.145564516,2197.36693548,2.0,0.640054523863
8665,237.0,168.0,23955.4983871,30409.0391129,0.0,0.999044708289
8801,31.6666666667,21.2666666667,1760.69274194,1885.25685484,1.0,0.96551615053
8803,947.0,622.0,42896.2415323,77305.6822222,2.0,0.640054523863
8804,268.0,176.0,49029.2745968,51988.6404042,0.0,0.999044708289
8805,268.0,176.0,12516.5939516,11854.3957748,2.0,0.640054523863
8840,385.5,223.5,31913.6056452,66750.9689516,0.0,0.999044708289
8870,328.0,188.5,26485.9693548,56668.2737903,0.0,0.999044708289
8900,262.0,72.0,16341.6919355,32437.6610335,2.0,0.640054523863
8918,76.0,22.0,10933.65,11394.1173387,0.0,0.999044708289
8920,322.0,30.0,16638.4064516,28576.9356012,2.0,0.640054523863
8927,10.0,2.0,1669.71895161,1669.71895161,0.0,0.999044708289
8942,242.0,25.0,14434.0415323,20334.5236962,2.0,0.640054523863
8945,448.0,35.0,57135.7391129,31030.5362963,2.0,0.640054523863
8947,500.0,65.0,5476.62217742,27366.3303049,2.0,0.640054523863
8957,453.0,109.0,7220.51975806,26888.1083204,2.0,0.640054523863
8984,10.9142857143,3.02857142857,596.228225806,611.284284174,2.0,0.640054523863
8993,0.0,0.0,0.0,2186.17016129,0.0,0.999044708289
9004,287.5,241.0,13556.4943548,50661.2044355,0.0,0.999044708289
9011,326.0,268.5,27713.4157258,61257.5516129,2.0,0.640054523863
9028,777.0,622.0,43540.0560484,110685.71129,2.0,0.640054523863
9035,687.0,495.0,44810.8899194,91719.7754032,0.0,0.999044708289
9042,440.0,365.0,27572.0564516,65638.2895161,0.0,0.999044708289
9055,717.0,623.0,32220.1173387,101147.746288,2.0,0.640054523863
9058,493.0,392.0,37052.925,73042.1564516,0.0,0.999044708289
9063,625.0,483.0,28250.8608871,73295.4834677,2.0,0.640054523863
9070,1298.0,1029.0,46631.7653226,190595.689113,2.0,0.640054523863
9073,742.0,604.0,25675.6028226,112806.100403,2.0,0.640054523863
9109,713.0,540.0,31672.875,90778.7683548,0.0,0.999044708289
9110,479.0,380.0,28547.5754032,66219.1221774,2.0,0.640054523863
9114,804.0,650.0,19646.1399194,95819.1943548,2.0,0.640054523863
9126,614.0,505.0,32442.6532258,91866.7330645,2.0,0.640054523863
9133,147.5,90.5,21832.3100806,32843.7467957,0.0,0.999044708289
9143,543.0,424.0,29663.0540323,74788.8532258,0.0,0.999044708289
9149,453.0,330.0,33747.0774194,66931.5169355,2.0,0.640054523863
9157,560.0,461.0,35087.891129,81243.7935484,0.0,0.999044708289
9163,515.0,443.0,26087.0842742,81031.0548387,0.0,0.999044708289
9171,287.5,241.0,17899.4431452,31236.2008065,0.0,0.999044708289
9173,307.0,237.0,41439.2612903,48773.6026824,0.0,0.999044708289
9199,802.0,641.0,26238.2407258,87155.8449742,2.0,0.640054523863
9217,413.0,316.0,664.808467742,12222.9105622,2.0,0.640054523863
9224,521.0,370.0,21504.8044355,40334.2164394,0.0,0.999044708289
9227,714.0,507.0,28255.0596774,77230.2606021,0.0,0.999044708289
9241,626.0,433.0,61569.6616935,50144.0209864,2.0,0.640054523863
9250,432.0,273.0,2793.59516129,25757.4653568,2.0,0.640054523863
9261,446.0,286.0,10012.7153226,39216.2048648,2.0,0.640054523863
9274,814.0,672.0,69495.5782258,116321.329433,2.0,0.640054523863
9294,508.0,406.0,17884.0475806,66469.65,2.0,0.640054523863
9311,417.0,349.0,11711.8258065,51514.9584677,2.0,0.640054523863
9365,308.0,221.0,4916.78346774,34813.4292778,2.0,0.640054523863
9380,424.0,269.0,14720.958871,24603.5116935,2.0,0.640054523863
9460,326.0,268.5,18162.5673387,34796.775,0.0,0.999044708289
9486,249.0,185.0,23489.4326613,29969.5657258,0.0,0.999044708289
9489,158.0,98.0,28136.0939516,28692.7513083,0.0,0.999044708289
9529,596.0,440.0,12060.3254032,31517.2398387,2.0,0.640054523863
9531,506.0,271.0,19021.9197581,53174.9456907,2.0,0.640054523863
9552,378.0,267.0,3717.32903226,21776.0881126,2.0,0.640054523863
9555,427.0,309.0,27656.0322581,69627.6342979,1.0,0.96551615053
9563,375.0,259.0,1820.87540323,20910.2709022,2.0,0.640054523863
9576,148.0,113.0,1787.28508065,11926.3095262,3.0,0.823338301216
9578,90.3720930233,33.1162790698,834.159677419,834.159677419,2.0,0.640054523863
9695,120.5,85.0,0.0,10852.4733871,2.0,0.640054523863
9833,161.5,85.0,1806.87943548,13725.8455645,2.0,0.640054523863
9862,471.0,304.0,54438.716129,77899.2821069,0.0,0.999044708289
9867,161.5,85.0,5419.23870968,27461.1331849,0.0,0.999044708289
9903,690.0,399.0,40885.0209677,86266.946371,1.0,0.96551615053
9952,90.3720930233,33.1162790698,1815.27701613,5795.7792572,2.0,0.640054523863
9954,90.3720930233,33.1162790698,608.824596774,790.272258116,1.0,0.96551615053
9956,90.3720930233,33.1162790698,1090.2858871,1087.48669355,2.0,0.640054523863
10003,333.0,266.0,15546.7209677,43952.9370968,2.0,0.640054523863
10007,752.0,438.0,25734.3858871,86636.578777,3.0,0.823338301216
10008,1088.0,699.0,28595.1616935,105704.546371,3.0,0.823338301216
10020,1086.0,683.0,20196.1814516,104001.322132,0.0,0.999044708289
10024,955.0,130.0,8914.03185484,65507.8091794,2.0,0.640054523863
10032,836.0,684.0,54750.8262097,118665.080249,1.0,0.96551615053
20004,496.0,404.0,40427.3528226,70396.9185484,0.0,0.999044708289
20009,309.0,269.0,43927.7443548,83459.5260402,0.0,0.999044708289
10077,298.0,195.0,12193.2870968,37219.4770161,2.0,0.640054523863
10081,742.0,180.0,16379.4810484,66717.7960526,2.0,0.640054523863
10085,1011.0,792.0,121633.357258,102619.835081,0.0,0.999044708289
10091,767.0,615.0,34420.2834677,91103.9528226,2.0,0.640054523863
10094,1295.0,917.0,42710.0951613,159586.222984,2.0,0.640054523863
10099,271.0,207.0,14288.4834677,34495.2463991,1.0,0.96551615053
10122,795.0,617.0,53295.2455645,100840.947581,0.0,0.999044708289
10141,1441.0,449.0,12901.4830645,92585.1944201,2.0,0.640054523863
10209,270.0,213.0,21150.7064516,38695.6566509,0.0,0.999044708289
10213,396.0,259.0,21541.1939516,32026.6373857,2.0,0.640054523863
10222,393.0,122.0,30469.2217742,38463.7185484,2.0,0.640054523863
10226,481.0,383.0,75589.4225806,72009.2540323,0.0,0.999044708289
10243,578.0,410.0,4440.92056452,40312.8928384,2.0,0.640054523863
10265,946.0,550.0,16081.3669355,76626.0842678,2.0,0.640054523863
10279,556.5,457.5,35503.571371,120335.663126,0.0,0.999044708289
10280,888.0,637.0,24098.2572581,84993.3133065,2.0,0.640054523863
10284,390.0,264.0,10312.2290323,21944.0030551,2.0,0.640054523863
10351,480.0,300.0,1550.75322581,28209.8332531,2.0,0.640054523863
10353,443.0,268.0,3059.51854839,28904.2515917,2.0,0.640054523863
10360,504.0,331.0,65571.108871,65373.7657258,0.0,0.999044708289
10374,460.0,280.0,13024.6475806,25257.0631174,2.0,0.640054523863
10382,284.0,230.0,13117.0209677,35309.0274194,2.0,0.640054523863
10387,625.0,536.0,42707.2959677,90300.5842742,0.0,0.999044708289
10395,360.0,297.0,47323.166129,39990.678629,0.0,0.999044708289
10397,385.0,151.0,15126.8419355,31239.7980577,1.0,0.96551615053
10429,241.0,125.0,2939.15322581,19754.8419355,2.0,0.640054523863
10434,405.0,239.0,4383.53709677,20240.2862937,2.0,0.640054523863
10437,362.0,220.0,8656.50604839,30562.4882373,2.0,0.640054523863
10439,414.0,295.0,3433.2108871,24646.0430156,2.0,0.640054523863
10457,309.0,269.0,8985.41129032,9079.18427419,2.0,0.640054523863
10477,432.0,241.0,20470.5024194,36631.1319152,2.0,0.640054523863
10479,556.5,457.5,3714.52983871,15441.7512097,2.0,0.640054523863
10501,2975.0,456.0,66268.1080645,136971.194727,2.0,0.640054523863
10503,157.0,88.0,0.0,10281.4379032,2.0,0.640054523863
10504,141.0,56.0,5.59838709677,6699.78771274,2.0,0.640054523863
10505,1306.0,778.0,49372.1758065,80477.2816788,2.0,0.640054523863
10513,316.0,221.0,3491.99395161,26806.8687122,2.0,0.640054523863
10519,236.0,156.0,2249.15201613,8847.26522652,2.0,0.640054523863
10539,469.0,247.0,5679.56370968,28246.6137682,0.0,0.999044708289
10546,369.0,267.0,9144.96532258,24011.9177821,2.0,0.640054523863
10553,533.0,335.0,13643.2693548,24474.7487903,2.0,0.640054523863
10633,439.0,289.0,32182.3282258,16668.5810015,2.0,0.640054523863
10642,418.0,252.0,10855.2725806,33086.6092312,2.0,0.640054523863
10643,521.0,356.0,20098.2096774,49919.4593098,2.0,0.640054523863
10649,460.0,309.0,6930.80322581,29081.6317771,2.0,0.640054523863
10667,124.0,77.0,0.0,7307.29475806,2.0,0.640054523863
10668,441.0,284.0,19164.678629,40400.4494624,3.0,0.823338301216
10696,375.0,37.0,1480.7733871,5110.77701613,2.0,0.640054523863
10800,175.0,69.0,21047.1362903,21063.9314516,3.0,0.823338301216
10814,462.0,270.0,24792.4572581,58087.4649194,3.0,0.823338301216
10842,170.0,76.0,23447.4447581,23474.0370968,0.0,0.999044708289
10846,748.0,578.0,29937.375,82450.2590481,2.0,0.640054523863
10850,90.3720930233,33.1162790698,3286.25322581,2765.60322581,2.0,0.640054523863
10860,226.0,141.0,20152.7939516,32170.4075222,0.0,0.999044708289
10884,665.0,509.0,16190.5354839,82773.5528226,2.0,0.640054523863
10912,261.0,86.0,26095.4818548,30340.458871,3.0,0.823338301216
10921,374.0,123.0,15360.5745968,38602.668033,2.0,0.640054523863
10928,71.0,36.0,10474.5822581,10361.2149194,0.0,0.999044708289
10953,90.3720930233,33.1162790698,1168.66330645,1168.66330645,2.0,0.640054523863
10962,209.0,51.0,5678.1641129,28323.0364235,2.0,0.640054523863
10964,321.0,102.0,14518.0173387,31003.6426811,2.0,0.640054523863
10984,10.9142857143,3.02857142857,1142.07096774,1184.05887097,2.0,0.640054523863
10985,10.9142857143,3.02857142857,825.762096774,780.053483312,2.0,0.640054523863
11016,402.0,236.0,46133.508871,56315.5754032,0.0,0.999044708289
11019,514.0,125.0,36453.8975806,42767.4472588,2.0,0.640054523863
11021,693.0,480.0,58386.978629,76693.4335458,0.0,0.999044708289
11041,940.0,709.0,39860.516129,116160.648487,0.0,0.999044708289
11078,831.0,484.0,50559.033871,109296.391436,0.0,0.999044708289
11087,618.0,333.0,29688.2467742,76746.7158169,0.0,0.999044708289
11097,733.0,295.0,23919.108871,82558.0149194,2.0,0.640054523863
11103,1190.0,801.0,127483.671774,133111.526822,0.0,0.999044708289
11105,1238.0,812.0,31017.8637097,149031.86371,0.0,0.999044708289
11108,599.0,207.0,20084.2137097,74105.622677,2.0,0.640054523863
11111,692.0,490.0,32875.128629,88926.1802419,0.0,0.999044708289
11112,398.0,329.0,36679.2326613,54218.9794355,0.0,0.999044708289
11124,219.0,138.5,21779.1254032,21493.6076613,0.0,0.999044708289
11153,694.0,222.0,32981.4979839,79342.7693611,2.0,0.640054523863
11160,416.0,154.0,18576.8479839,49150.936009,2.0,0.640054523863
11169,411.0,217.0,34921.3391129,62412.2189516,0.0,0.999044708289
11175,334.0,75.0,8558.53427419,28374.9223279,2.0,0.640054523863
11178,480.0,217.0,29938.7745968,55792.2033528,2.0,0.640054523863
11189,394.0,265.0,37440.6133065,55056.9741662,0.0,0.999044708289
11255,120.0,55.0,6827.23306452,11872.7794355,1.0,0.96551615053
11270,370.0,210.0,6904.2108871,15518.2688909,2.0,0.640054523863
11288,608.0,276.0,11608.2556452,32776.5472453,2.0,0.640054523863
11299,472.0,231.0,7083.35927419,30854.5761786,2.0,0.640054523863
11357,276.0,159.0,40704.4729839,41150.5826943,0.0,0.999044708289
11417,129.0,48.0,1.39959677419,6346.20040071,2.0,0.640054523863
11481,100.0,60.0,3384.225,9806.88231567,0.0,0.999044708289
11483,77.0,42.0,9592.83629032,9798.22711694,0.0,0.999044708289
11484,150.0,60.0,6433.94637097,21479.113532,2.0,0.640054523863
11498,636.0,317.0,16098.1620968,61518.2710447,2.0,0.640054523863
11508,431.0,237.0,8312.20524194,21906.1418531,2.0,0.640054523863
11509,335.0,163.0,9750.99072581,37329.157113,2.0,0.640054523863
11513,378.0,214.0,22267.5846774,32488.3371152,3.0,0.823338301216
11514,402.0,184.0,8487.15483871,22626.8708217,2.0,0.640054523863
11518,459.0,244.0,8883.24072581,36519.5186751,2.0,0.640054523863
11538,284.0,97.0,15149.2354839,30563.5945853,2.0,0.640054523863
11542,477.0,224.0,3377.22701613,26062.40781,2.0,0.640054523863
11549,313.0,143.0,11906.3697581,23141.4268739,2.0,0.640054523863
11570,1956.0,998.0,35013.7125,50559.9232854,2.0,0.640054523863
11582,149.0,77.0,6741.85766129,10502.2512097,2.0,0.640054523863
11608,39.0,18.0,5851.7141129,5778.93508065,0.0,0.999044708289
11699,138.0,54.0,14636.9830645,16231.1237903,3.0,0.823338301216
11809,317.0,121.0,13014.8504032,34583.3364919,2.0,0.640054523863
11816,315.0,140.0,17438.9758065,36414.9680556,2.0,0.640054523863
11848,320.0,116.0,13038.6435484,34010.5407223,2.0,0.640054523863
11855,543.0,186.0,6474.53467742,64641.7766129,2.0,0.640054523863
11869,406.0,156.5,23478.2358871,50367.0938203,2.0,0.640054523863
11875,406.0,156.5,9214.94516129,49064.8015707,2.0,0.640054523863
11903,59.0,16.0,8394.78145161,8225.43024194,3.0,0.823338301216
11910,124.0,33.0,7074.96169355,17840.6600806,2.0,0.640054523863
11915,115.0,33.0,8103.66532258,8822.37533438,1.0,0.96551615053
11917,144.5,52.5,13054.0391129,16513.8423387,2.0,0.640054523863
11925,230.0,58.0,14401.8508065,37024.9330645,2.0,0.640054523863
11943,882.0,180.0,49894.2254032,113858.88963,2.0,0.640054523863
11944,296.0,42.0,14124.7306452,27927.810839,2.0,0.640054523863
11960,331.0,56.0,10389.2068548,29119.7772177,2.0,0.640054523863
11961,77.0,34.0,10872.0677419,10874.8669355,0.0,0.999044708289
11964,144.5,52.5,18275.9346774,18457.8822581,0.0,0.999044708289
11970,259.0,44.0,6212.81008065,31237.4504464,2.0,0.640054523863
12006,541.0,457.0,35490.975,73509.6217742,2.0,0.640054523863
12044,287.0,245.0,18771.3919355,41255.9141129,2.0,0.640054523863
12047,1143.0,785.0,45288.1524194,126946.226613,2.0,0.640054523863
12061,293.0,227.0,17916.2383065,39456.0326613,0.0,0.999044708289
12092,434.0,349.0,63295.3645161,53803.4999109,0.0,0.999044708289
12124,219.0,138.5,48760.5520161,40024.9571254,0.0,0.999044708289
12133,147.5,90.5,6823.03427419,10457.5263354,3.0,0.823338301216
12134,693.0,521.0,58638.9060484,105027.141532,1.0,0.96551615053
12150,903.0,700.0,121464.006048,109413.477823,0.0,0.999044708289
12163,288.0,240.0,19418.0056452,41686.2362903,2.0,0.640054523863
12200,201.0,146.0,4638.26370968,5264.29561894,2.0,0.640054523863
12211,591.0,440.0,31805.8366935,68775.6563998,2.0,0.640054523863
12212,424.0,342.0,19222.0620968,53215.4685484,2.0,0.640054523863
12214,1054.0,791.0,41737.3754032,95440.5989415,2.0,0.640054523863
12242,659.0,443.0,12250.6705645,63648.8164361,2.0,0.640054523863
12248,414.0,283.0,6333.17540323,24777.614166,2.0,0.640054523863
12267,555.0,385.0,12103.7129032,37577.5674226,2.0,0.640054523863
12271,687.0,501.0,27552.4620968,55846.7104839,0.0,0.999044708289
12297,388.0,250.0,6335.97459677,41566.3140013,2.0,0.640054523863
12300,611.0,496.0,36031.2193548,79914.293246,0.0,0.999044708289
12314,334.0,253.0,21271.0717742,37475.6032258,3.0,0.823338301216
12388,461.0,207.0,13970.775,44971.1625787,2.0,0.640054523863
12403,405.0,239.0,10704.116129,31563.0746892,1.0,0.96551615053
12428,157.0,91.0,102.170564516,5506.01370968,2.0,0.640054523863
12458,170.0,114.0,16866.5407258,24372.5782258,0.0,0.999044708289
12511,383.0,281.0,25192.7419355,20195.7430237,1.0,0.96551615053
12512,398.0,270.0,2403.10766129,16432.6037967,2.0,0.640054523863
12521,411.0,271.0,11109.9991935,22884.9249137,2.0,0.640054523863
12528,90.3720930233,33.1162790698,3258.26129032,3563.55154983,2.0,0.640054523863
12529,152.0,102.0,9311.51733871,10750.1861895,3.0,0.823338301216
12536,461.0,332.0,14168.1181452,33546.4125158,2.0,0.640054523863
12543,275.0,211.0,17986.2181452,37121.034325,2.0,0.640054523863
12551,344.0,234.0,1290.42822581,18125.3190794,2.0,0.640054523863
12563,440.0,203.0,12674.7483871,44514.5310655,2.0,0.640054523863
12570,171.0,118.0,4906.98629032,12147.7643145,2.0,0.640054523863
12575,213.0,133.0,7027.37540323,11241.7362399,2.0,0.640054523863
12578,305.0,193.0,3836.29475806,24238.577769,2.0,0.640054523863
12579,284.0,190.0,3717.32903226,13057.6323085,2.0,0.640054523863
12691,331.0,214.0,44305.6354839,39460.2314516,0.0,0.999044708289
12692,315.0,220.0,10895.8608871,25039.7492965,0.0,0.999044708289
12865,738.0,486.0,23303.2862903,75630.0108871,1.0,0.96551615053
12898,482.0,264.0,26631.5274194,61264.5495968,2.0,0.640054523863
12951,90.3720930233,33.1162790698,9892.35,17832.2625,0.0,0.999044708289
12953,90.3720930233,33.1162790698,295.314919355,278.519758065,2.0,0.640054523863
12954,90.3720930233,33.1162790698,414.280645161,694.751100409,2.0,0.640054523863
12974,67.0,17.0,9170.15806452,12013.1255687,3.0,0.823338301216
12984,10.9142857143,3.02857142857,940.529032258,944.727822581,2.0,0.640054523863
12985,10.9142857143,3.02857142857,512.252419355,543.9096355,2.0,0.640054523863
12986,10.9142857143,3.02857142857,272.921370968,289.564100926,2.0,0.640054523863
12987,10.9142857143,3.02857142857,906.938709677,909.737903226,2.0,0.640054523863
12988,10.9142857143,3.02857142857,1343.61290323,1343.61290323,2.0,0.640054523863
12994,0.0,0.0,0.0,3009.13306452,0.0,0.999044708289
12995,0.0,0.0,1115.47862903,2250.5516129,0.0,0.999044708289
13003,432.0,317.0,40129.2387097,57292.226549,1.0,0.96551615053
13008,468.5,44.5,10112.0866935,33027.1065831,2.0,0.640054523863
13009,854.0,206.0,24604.9112903,72508.0374925,2.0,0.640054523863
13011,880.0,256.0,18901.5544355,77155.5732521,2.0,0.640054523863
13020,417.0,174.0,18240.9447581,38428.899446,2.0,0.640054523863
13044,197.0,162.0,15419.3576613,30381.0471774,2.0,0.640054523863
13046,316.0,235.0,10075.6971774,35710.004424,0.0,0.999044708289
13054,239.0,171.0,13763.6346774,35223.6520161,0.0,0.999044708289
13056,205.0,139.0,13776.2310484,26463.3133821,0.0,0.999044708289
13067,228.0,191.0,21178.6983871,33627.0763754,1.0,0.96551615053
13093,290.0,214.0,11317.1395161,35437.2047172,0.0,0.999044708289
13127,458.0,253.0,8732.08427419,24233.2419728,2.0,0.640054523863
13256,251.0,199.0,16760.171371,35136.8770161,2.0,0.640054523863
13265,367.0,242.0,4890.19112903,25840.5658576,2.0,0.640054523863
13270,131.0,107.0,9014.80282258,19807.0935484,0.0,0.999044708289
13282,805.0,324.0,24136.046371,75339.875685,2.0,0.640054523863
13287,199.0,162.0,18716.8076613,30113.7241935,0.0,0.999044708289
13305,149.0,111.0,9009.20443548,21847.7056452,0.0,0.999044708289
13307,388.0,245.0,23618.1955645,45962.3048143,1.0,0.96551615053
13350,258.0,161.0,2063.00564516,13014.7753176,2.0,0.640054523863
13417,258.0,166.0,7545.22620968,10115.8800213,2.0,0.640054523863
13507,5643.0,1504.0,67673.3032258,368651.930446,2.0,0.640054523863
13512,405.0,254.0,3830.69637097,22729.3770782,2.0,0.640054523863
13522,30.0,5.0,1633.32943548,2415.80400346,2.0,0.640054523863
13536,236.5,45.0,1139.27177419,10555.6512097,2.0,0.640054523863
13546,522.0,262.0,5182.70685484,36222.6558101,2.0,0.640054523863
13548,854.0,350.0,4646.66129032,21994.8297577,2.0,0.640054523863
13553,143.0,84.0,1153.26774194,10155.4741935,2.0,0.640054523863
13555,658.0,343.0,18078.5915323,37567.9369759,2.0,0.640054523863
13564,126.0,85.0,139.959677419,1116.60907258,2.0,0.640054523863
13593,447.0,189.0,3388.42379032,20435.808016,2.0,0.640054523863
13595,352.0,121.0,6515.12298387,21826.0839332,1.0,0.96551615053
13616,193.0,116.0,4748.83185484,5502.36188821,2.0,0.640054523863
13648,361.333333333,185.333333333,18382.3040323,24768.6641129,2.0,0.640054523863
13657,197.0,79.0,0.0,8950.10328079,2.0,0.640054523863
13666,218.0,41.0,1983.22862903,14399.7864012,2.0,0.640054523863
13674,416.0,165.0,7438.85685484,29657.3649306,2.0,0.640054523863
13692,512.0,88.0,5352.05806452,19918.7113911,2.0,0.640054523863
13801,361.333333333,185.333333333,93859.758871,125961.130255,0.0,0.999044708289
13804,122.0,36.0,18236.7459677,14664.975,2.0,0.640054523863
13805,84.0,41.0,12509.5959677,12229.6766129,0.0,0.999044708289
13808,468.5,44.5,2517.87459677,15145.0975456,2.0,0.640054523863
13837,335.0,152.0,19741.3125,48964.8931452,1.0,0.96551615053
13854,196.5,111.5,14858.1193548,26497.3382106,0.0,0.999044708289
13856,196.5,111.5,5718.75241935,24697.1584843,3.0,0.823338301216
13857,195.0,114.0,48812.3370968,42824.8620968,0.0,0.999044708289
13865,349.0,164.0,22281.5806452,40403.0484966,2.0,0.640054523863
13889,216.0,51.0,9836.36612903,17949.9748556,2.0,0.640054523863
13893,236.5,45.0,5065.14072581,16630.6548387,2.0,0.640054523863
13940,156.0,29.0,0.0,13019.45434,3.0,0.823338301216
13950,90.3720930233,33.1162790698,453.469354839,8994.7151963,2.0,0.640054523863
13952,0.0,0.0,825.762096774,2520.67379032,0.0,0.999044708289
13969,77.0,15.0,5408.04193548,8553.63568548,2.0,0.640054523863
13983,0.0,0.0,965.721774194,1833.47177419,0.0,0.999044708289
13984,10.9142857143,3.02857142857,638.216129032,708.195967742,3.0,0.823338301216
13988,0.0,0.0,1325.41814516,1728.50201613,0.0,0.999044708289
14018,176.0,125.0,18912.7512097,26380.9995968,0.0,0.999044708289
14031,584.0,161.0,29881.391129,69913.1916608,2.0,0.640054523863
14037,145.0,90.0,26877.8564516,26945.9788329,0.0,0.999044708289
14038,145.0,90.0,2407.30645161,2854.25909656,2.0,0.640054523863
14049,245.0,144.0,5035.74919355,11402.5149194,2.0,0.640054523863
14110,499.0,62.0,21947.0770161,37211.9135952,2.0,0.640054523863
14147,313.0,198.0,23289.2903226,40850.546836,0.0,0.999044708289
14182,519.0,248.0,21774.9266129,61900.3310512,3.0,0.823338301216
14196,345.0,260.0,20866.5883065,43481.122047,0.0,0.999044708289
14324,175.0,67.0,0.0,5626.2375,2.0,0.640054523863
14414,608.0,231.0,44596.7516129,56215.6844559,2.0,0.640054523863
14449,714.0,168.0,6407.35403226,46954.5948088,2.0,0.640054523863
14513,876.0,487.0,8520.74516129,44042.3111951,2.0,0.640054523863
14547,300.0,177.0,8552.9358871,27136.9318116,2.0,0.640054523863
14553,660.0,343.0,1736.89959677,25212.0471892,2.0,0.640054523863
14558,552.0,264.0,2279.94314516,19332.9288628,2.0,0.640054523863
14574,844.0,517.0,5091.73306452,22361.4284501,2.0,0.640054523863
14577,422.0,258.0,8625.71491935,21051.6153814,2.0,0.640054523863
14578,236.0,154.0,1636.12862903,12490.5807564,2.0,0.640054523863
14586,510.0,364.0,4114.81451613,16836.5135688,2.0,0.640054523863
14588,514.0,259.0,5366.05403226,17249.6097209,2.0,0.640054523863
14614,376.0,210.0,7289.1,28810.1092907,2.0,0.640054523863
14632,106.0,69.0,646.613709677,6895.81330645,2.0,0.640054523863
14689,322.0,184.0,25804.3657258,35568.4193548,3.0,0.823338301216
14850,401.0,207.0,2032.21451613,17265.2212142,2.0,0.640054523863
14865,966.0,506.0,8187.64112903,72745.9009817,2.0,0.640054523863
14874,232.0,138.0,17462.7689516,29583.9602512,0.0,0.999044708289
14885,163.0,90.0,15627.8975806,44729.7133065,0.0,0.999044708289
14917,200.0,38.0,11321.3383065,20201.5163852,2.0,0.640054523863
14973,31.6666666667,21.2666666667,731.989112903,731.989112903,2.0,0.640054523863
14984,10.9142857143,3.02857142857,1307.2233871,1297.42620968,3.0,0.823338301216
15024,669.0,464.0,64199.5040323,92157.8491935,0.0,0.999044708289
15029,960.0,57.0,9755.18951613,71825.6811134,2.0,0.640054523863
15032,511.0,172.0,18876.3616935,47487.9164712,2.0,0.640054523863
15038,546.0,191.0,39629.5826613,56772.4220459,2.0,0.640054523863
15039,416.0,37.0,1693.51209677,18754.7240103,2.0,0.640054523863
15058,489.5,22.0,6936.4016129,63931.48125,2.0,0.640054523863
15094,1412.0,802.0,96898.2834677,177466.071774,2.0,0.640054523863
15107,566.0,14.0,4313.55725806,38600.1792339,2.0,0.640054523863
15118,283.0,16.0,1441.58467742,16274.6862399,2.0,0.640054523863
15154,530.0,45.0,6191.81612903,36976.7008065,2.0,0.640054523863
15172,591.0,300.0,23657.3842742,71823.4498473,0.0,0.999044708289
15176,192.0,163.0,14608.991129,25598.625,0.0,0.999044708289
15242,661.0,102.0,17069.4822581,35911.6423109,2.0,0.640054523863
15261,773.0,193.0,31332.7729839,68662.6374025,2.0,0.640054523863
15293,526.0,234.0,9279.3266129,48476.2314012,2.0,0.640054523863
15321,1450.0,48.0,5773.33669355,70585.5565092,2.0,0.640054523863
15418,313.0,28.0,5217.69677419,15790.86313,2.0,0.640054523863
15423,138.0,96.0,5132.32137097,7544.9772881,2.0,0.640054523863
15448,654.0,289.0,5482.22056452,25414.4531703,2.0,0.640054523863
15462,404.0,218.0,1086.08709677,2686.43411535,2.0,0.640054523863
15463,218.0,106.0,950.326209677,9934.68387097,2.0,0.640054523863
15464,589.0,256.0,5375.85120968,15848.0131894,2.0,0.640054523863
15516,355.0,211.0,7485.04354839,45716.6455822,3.0,0.823338301216
15527,159.0,4.0,11100.2020161,3749.51975806,2.0,0.640054523863
15528,90.3720930233,33.1162790698,2.79919354839,811.655248071,2.0,0.640054523863
15530,237.0,125.0,1406.59475806,8955.49237377,2.0,0.640054523863
15532,18.0,1.0,11.1967741935,137.160483871,0.0,0.999044708289
15551,90.3720930233,33.1162790698,4391.93467742,6762.8516129,2.0,0.640054523863
15554,307.0,98.5,16386.4790323,37285.7485774,0.0,0.999044708289
15557,843.0,355.0,4204.38870968,44790.7670768,2.0,0.640054523863
15567,1214.0,690.0,3844.69233871,73964.6383506,2.0,0.640054523863
15570,180.0,109.0,7368.87701613,22875.5670019,0.0,0.999044708289
15586,568.0,315.0,5970.67983871,18712.699029,2.0,0.640054523863
15684,655.0,153.0,2601.85040323,26043.079305,2.0,0.640054523863
15802,31.6666666667,21.2666666667,0.0,994.869980328,2.0,0.640054523863
15828,340.0,210.0,1331.01653226,2106.0752978,2.0,0.640054523863
15853,328.0,202.0,4585.07903226,25115.1067265,1.0,0.96551615053
15878,498.0,150.0,8349.99435484,51403.7911801,2.0,0.640054523863
15895,197.0,118.0,659.210080645,5130.77444822,2.0,0.640054523863
